0,1193
1,1200
2,1257
3,1846
4,1564
5,1200
6,1309
7,1416
8,1277
9,1194
10,1314
11,1843
12,1464
13,1202
14,1218
15,4425
16,5957
17,4665
18,4574
19,4283
20,4377
21,6421
22,8051
23,7612
24,6349
25,3555
26,2235
27,2173
28,2554
29,1859
30,3745
31,7908
32,7681
33,7952
34,8070
35,4548
36,3048
37,3418
38,3136
39,2958
40,3590
41,1708
42,1985
43,1751
44,1892
45,4909
46,1826
47,1991
48,2156
49,1592
50,5212
51,7415
52,9907
53,9489
54,9125
55,5168
56,2679
57,3148
58,2717
59,2578
60,3880
61,1538
62,3111
63,1567
64,1937
65,4099
66,3925
67,4784
68,4831
69,3993
70,4123
71,7122
72,7626
73,7680
74,7374
75,3744
76,1693
77,1417
78,1815
79,1499
80,4761
81,3053
82,3258
83,3310
84,3067
85,3729
86,1914
87,1938
88,2425
89,2120
90,3694
91,4627
92,4540
93,4826
94,5085
95,3975
96,2935
97,3126
98,3243
99,2934
100,4486
101,4477
102,4408
103,4361
104,3720
105,4836
106,6096
107,5920
108,5459
109,5776
110,4926
111,6701
112,6338
113,7019
114,7206
115,4315
116,1821
117,2256
118,2492
119,2353
120,3663
121,2014
122,1470
123,1495
124,1389
125,3792
126,2696
127,2698
128,2701
129,2636
130,4780
131,5541
132,5542
133,5991
134,5849
135,4275
136,5143
137,5090
138,5158
139,5138
140,4179
141,1903
142,1972
143,1954
144,1998
145,2661
146,2062
147,1832
148,1818
149,1817
150,3239
151,2175
152,1657
153,1491
154,1539
155,3165
156,5358
157,5299
158,5645
159,5757
160,2693
161,2064
162,2158
163,2611
164,1919
165,3243
166,2689
167,2729
168,2741
169,2720
170,3098
171,1811
172,1942
173,2203
174,1812
175,4299
176,2238
177,1988
178,1929
179,2199
180,4216
181,4156
182,4635
183,4733
184,4311
185,3233
186,5632
187,5766
188,5021
189,5667
190,4308
191,2407
192,2831
193,2451
194,2402
195,4856
196,5793
197,6176
198,5804
199,5970
200,3620
201,3623
202,3332
203,3360
204,3339
205,3833
206,2521
207,2230
208,2360
209,2344
210,5686
211,2442
212,2741
213,2625
214,2660
215,3395
216,5617
217,5584
218,6207
219,4992
220,4159
221,4646
222,4400
223,4422
224,4906
225,4533
226,5582
227,5936
228,5551
229,5986
230,3824
231,2259
232,2327
233,2349
234,2374
235,3570
236,2087
237,1931
238,2996
239,1639
240,4680
241,1695
242,1873
243,2428
244,1693
245,3739
246,2460
247,2503
248,2071
249,2073
250,4967
251,6020
252,4098
253,3875
254,4366
255,4734
256,5108
257,6238
258,5725
259,6057
260,3335
261,5446
262,5671
263,5403
264,5908
265,4765
266,2457
267,2781
268,2199
269,2231
270,3509
271,2658
272,2844
273,2306
274,2548
275,2763
276,2443
277,3059
278,2813
279,2595
280,3519
281,2859
282,1918
283,1874
284,1930
285,2453
286,3605
287,3816
288,3549
289,3701
290,3653
291,1940
292,1955
293,1985
294,1946
295,5677
296,5207
297,4835
298,4875
299,5613
300,5164
301,2643
302,2201
303,2710
304,1909
305,4005
306,2033
307,2301
308,2662
309,2475
310,3068
311,2137
312,1682
313,2022
314,1891
315,4777
316,6033
317,6055
318,5826
319,5886
320,4517
321,3569
322,3322
323,3304
324,3182
325,6479
326,2812
327,3082
328,2902
329,2535
330,4792
331,2885
332,2144
333,2118
334,2164
335,5379
336,2760
337,3047
338,3413
339,2979
340,5171
341,2183
342,2285
343,2300
344,2269
345,4223
346,5107
347,4414
348,5380
349,5309
350,4390
351,5231
352,5032
353,4950
354,4895
355,3644
356,2702
357,1922
358,2177
359,1925
360,3697
361,5799
362,5517
363,5825
364,5498
365,4512
366,7824
367,7872
368,7375
369,7760
370,6247
371,7431
372,7114
373,6905
374,6632
375,6003
376,6297
377,5909
378,5791
379,6248
380,4671
381,2816
382,2807
383,2873
384,3069
385,4997
386,4441
387,3899
388,3483
389,3967
390,4645
391,3701
392,3841
393,3713
394,2327
395,3699
396,5078
397,6259
398,6206
399,6159
400,4140
401,4972
402,5147
403,5620
404,4839
405,4701
406,5484
407,4761
408,3005
409,2872
410,4964
411,5392
412,5515
413,5565
414,5447
415,5027
416,4247
417,4145
418,3844
419,3910
420,3988
421,3790
422,3594
423,3311
424,4806
425,4458
426,2758
427,3143
428,2778
429,2814
430,4416
431,3383
432,3248
433,2986
434,3101
435,4940
436,1700
437,2368
438,2059
439,2218
440,3600
441,3750
442,2363
443,2769
444,2462
445,3752
446,6278
447,6315
448,6482
449,5964
450,3838
451,2968
452,2947
453,3244
454,3016
455,3083
456,2558
457,1978
458,2345
459,5847
460,4240
