time,edge_weight_2122,edge_weight_2123,edge_weight_1721,edge_weight_2223,edge_weight_122,edge_weight_2324,edge_weight_2325,edge_weight_1824,edge_weight_2526,edge_weight_2627,edge_weight_2628,edge_weight_227,edge_weight_2728,edge_weight_2829,edge_weight_2029,edge_weight_2930,edge_weight_3031,edge_weight_3032,edge_weight_331,edge_weight_3132,edge_weight_3233,edge_weight_3334,edge_weight_434,edge_weight_3435,edge_weight_3536,edge_weight_536,edge_weight_56,edge_weight_67,edge_weight_3637,edge_weight_3738,edge_weight_3740,edge_weight_738,edge_weight_3839,edge_weight_839,edge_weight_3940,edge_weight_4041,edge_weight_941,edge_weight_4142,edge_weight_1042,edge_weight_4243,edge_weight_4344,edge_weight_4445,edge_weight_4448,edge_weight_4449,edge_weight_4546,edge_weight_1146,edge_weight_4647,edge_weight_1247,edge_weight_4748,edge_weight_1348,edge_weight_4850,edge_weight_4950,edge_weight_1949,edge_weight_1517,edge_weight_1516,edge_weight_1617,device_1_time,device_2_time,device_3_time,device_4_time,device_5_time,device_6_time,device_7_time,device_8_time,device_9_time,device_10_time,device_11_time,device_12_time,device_13_time,device_14_time,device_15_time,device_16_time,device_17_time,device_18_time,device_19_time,device_20_time,device_21_time,device_22_time,device_23_time,device_24_time,device_25_time,device_26_time,device_27_time,device_28_time,device_29_time,device_30_time,device_31_time,device_32_time,device_33_time,device_34_time,device_35_time,device_36_time,device_37_time,device_38_time,device_39_time,device_40_time,device_41_time,device_42_time,device_43_time,device_44_time,device_45_time,device_46_time,device_47_time,device_48_time,device_49_time,device_50_time
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
