21,2,183,350,1,1
22,2,0,500,1,1
31,3,4139,8200,1,1
71,7,255,400,1,1
72,7,0,300,1,1
81,8,309,550,1,1
82,8,0,550,1,1
83,8,334,550,1,1
84,8,0,550,1,1
85,8,0,550,1,1
86,8,389,650,1,1
87,8,0,1050,1,1
88,8,0,500,1,1
89,8,0,500,1,1
90,8,0,500,1,1
91,8,0,900,1,1
92,8,0,900,1,1
93,8,0,1300,1,1
94,8,0,1300,1,1
95,8,0,1300,1,1
96,8,0,1300,1,1
97,8,0,1300,1,1
151,15,1436,2700,1,1
152,15,0,2700,1,1
153,15,0,2700,1,1
154,15,0,4900,1,1
155,15,0,4900,1,1
161,16,124,200,1,1
251,25,237,300,1,1
252,25,0,300,1,1
253,25,0,300,1,1
301,30,68,100,1,1
311,31,187,250,1,1
312,31,0,300,1,1
313,31,0,400,1,1
341,34,86,100,1,1
342,34,0,800,1,1
343,34,598,1100,1,1
344,34,0,100,1,1
345,34,0,200,1,1
346,34,127,100,1,1
347,34,0,200,1,1
348,34,0,2200,1,1
349,34,0,3400,1,1
350,34,0,5100,1,1
351,35,128,200,1,1
371,37,4,0,1,1
491,49,66,100,1,1
492,49,0,100,1,1
493,49,97,0,1,1
494,49,0,0,1,1
495,49,0,5200,1,1
496,49,0,28700,1,1
497,49,0,28700,1,1
521,52,84,50,1,1
522,52,0,50,1,1
531,53,424,800,1,1
601,60,588,1100,1,1
651,65,63,0,1,1
661,66,333,650,1,1
662,66,154,200,1,1
663,66,0,1200,1,1
671,67,94,100,1,1
691,69,230,300,1,1
731,73,101,100,1,1
732,73,0,100,1,1
733,73,0,100,1,1
734,73,0,100,1,1
735,73,0,100,1,1
761,76,281,500,1,1
762,76,0,500,1,1
763,76,0,500,1,1
764,76,0,500,1,1
781,78,57,0,1,1
782,78,0,0,1,1
795,79,104,100,1,1
811,81,558,1000,1,1
812,81,0,1150,1,1
821,82,308,500,1,1
822,82,0,900,1,1
823,82,1412,2750,1,1
824,82,0,5450,1,1
871,87,85,100,1,1
872,87,0,200,1,1
873,87,0,700,1,1
874,87,0,700,1,1
891,89,26,0,1,1
892,89,0,0,1,1
893,89,0,2400,1,1
901,90,892,1600,1,1
902,90,79,100,1,1
903,90,0,200,1,1
904,90,108,100,1,1
905,90,143,200,1,1
906,90,0,600,1,1
907,90,0,700,1,1
908,90,0,3200,1,1
909,90,0,3200,1,1
921,92,258,400,1,1
959,95,102,200,1,1
971,97,109,100,1,1
972,97,0,100,1,1
973,97,0,700,1,1
974,97,0,700,1,1
981,98,262,400,1,1
982,98,0,300,1,1
1021,102,0,14100,1,1
1101,110,848,1500,1,1
1131,113,122,100,1,1
1191,119,52,50,1,1
1192,119,0,50,1,1
1211,121,126,100,1,1
1261,126,24,0,1,1
1271,127,0,400,1,1
1272,127,498,800,1,1
1273,127,0,2600,1,1
1274,127,210,300,1,1
1275,127,0,300,1,1
1276,127,0,500,1,1
1277,127,0,600,1,1
1278,127,745,1300,1,1
1279,127,0,600,1,1
1280,127,0,31200,1,1
1281,127,1550,2900,1,1
1282,127,0,3000,1,1
1283,127,0,3300,1,1
1284,127,0,2500,1,1
1285,127,0,2400,1,1
1286,127,0,4500,1,1
